,Trans_desc_brand,Prediction
8730,CHECK CRD PUR RTRN 11/11 PARTY PERFECT           RICHMOND      VA 111111XXXXXX1111 111111111111111                               ?MCC=1111PARTY PERFECT,Retail Trade
8731,"CHECK CRD PURCHASE 11/11 HEALTH ONE, INC.        111-1111111   VA 111111XXXXXX1111 111111111111111                               ?MCC=1111HEALTH ONE, INC.",Retail Trade
8732,CHECK CRD PURCHASE 11/11 MAIDS OF HONOR          PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MAIDS OF HONOR,Retail Trade
8733,CHECK CRD PURCHASE 11/11 AMERICAS BEST 1111      PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AMERICAS BEST 1111,Retail Trade
8734,CHECK CRD PURCHASE 11/11 PICKETT PLUMBING LP     111-111-1111  TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PICKETT PLUMBING LP,"Trade, Professional and Personal Services"
8735,CHECK CRD PURCHASE 11/11 PRIME EVENTS            111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PRIME EVENTS,Entertainment
8736,RECUR DEBIT CRD PMT11/11 GOLD GYM SWIFT CRE      111-111-1111  VA 111111XXXXXX1111 111111111111111                               ?MCC=1111GOLD GYM SWIFT CRE,Health and Community Services
8737,"CHECK CRD PURCHASE 11/11 HEIDIS WESTFARMS, CT.   FARMINGTON    CT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HEIDIS WESTFARMS, CT.",Retail Trade
8738,CHECK CRD PURCHASE 11/11 AMARTE SALON LLC        REDDING       CA 111111XXXXXX1111 111111111111111                               ?MCC=1111AMARTE SALON LLC,"Trade, Professional and Personal Services"
8739,CHECK CRD PURCHASE 11/11 1 AVE & 11ST C CLEANER  NEW YORK      NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 111 AVE & 11ST C CLEANER,"Trade, Professional and Personal Services"
8740,CHECK CRD PURCHASE 11/11 Just For you Nails & S  Colorado Spri CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11Just For you Nails & S,Retail Trade
8741,CHECK CRD PURCHASE 11/11 JOES SALON              NEW MILFORD   CT 111111XXXXXX1111 111111111111111                               ?MCC=1111JOES SALON,"Trade, Professional and Personal Services"
8742,CHECK CRD PURCHASE 11/11 LOGANVILLE PET SALON A  LOGANVILLE    GA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LOGANVILLE PET SALON A,"Trade, Professional and Personal Services"
8743,CHECK CRD PURCHASE 11/11 AVALON SALON GALLERIA   DALLAS        TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AVALON SALON GALLERIA,"Trade, Professional and Personal Services"
8744,CHECK CRD PURCHASE 11/11 THE SPA SALON INC       STEAMBOAT SPR CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THE SPA SALON INC,"Trade, Professional and Personal Services"
8745,CHECK CRD PURCHASE 11/11 LIPHAM CLEANERS         LONGWOOD      FL 111111XXXXXX1111 111111111111111                               ?MCC=1111LIPHAM CLEANERS,"Trade, Professional and Personal Services"
8746,CHECK CRD PURCHASE 11/11 OURAY NET INC.          111-1111111   CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11OURAY NET INC.,Retail Trade
8747,CHECK CRD PURCHASE 11/11 HAIR MONY BEAUTY S      MISSION       TX 111111XXXXXX1111 111111111111111                               ?MCC=1111HAIR MONY BEAUTY S,"Trade, Professional and Personal Services"
8748,CHECK CRD PURCHASE 11/11 HEALTHY NAIL            VERO BEACH    FL 111111XXXXXX1111 111111111111111                               ?MCC=1111HEALTHY NAIL,"Trade, Professional and Personal Services"
8749,CHECK CRD PURCHASE 11/11 BRADLEY & DIEGEL I      BOSTON        MA 111111XXXXXX1111 111111111111111                               ?MCC=1111BRADLEY & DIEGEL I,Retail Trade
8750,CHECK CRD PURCHASE 11/11 11111SPRINGFIELD AVE    SUMMIT        NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111 1111111SPRINGFIELD AVE,Retail Trade
8751,CHECK CRD PURCHASE 11/11 MP1VA                   111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MP1VA,Retail Trade
8752,CHECK CRD PURCHASE 11/11 YUMA APPLIANCE          YUMA          AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11YUMA APPLIANCE,"Trade, Professional and Personal Services"
8753,CHECK CRD PURCHASE 11/11 WATER UNLIMITED         PASO ROBLES   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11WATER UNLIMITED,Retail Trade
8754,CHECK CRD PURCHASE 11/11 APM*GMG SUBSCRIPTI      111-111-1111  MN 111111XXXXXX1111 111111111111111                               ?MCC=1111APM*GMG SUBSCRIPTI,Retail Trade
8755,CHECK CRD PURCHASE 11/11 BEDHEADERS HOME         GREAT FALLS   VA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BEDHEADERS HOME,Retail Trade
8756,CHECK CRD PURCHASE 11/11 POLISH ROOM             GLENDALE      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11POLISH ROOM,Entertainment
8757,CHECK CRD PURCHASE 11/11 BEAUTYSKINRX.COM        111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111BEAUTYSKINRX.COM,Retail Trade
8758,CHECK CRD PURCHASE 11/11 THE GRACKLE             111-1111111   TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THE GRACKLE,Retail Trade
8759,DEBIT CRD PURCHASE 11/11 A.S. COOPER & SONS LTD  HAMILTON      BM 111111XXXXXX1111 111111111111111                               ?MCC=1111 11A.S. COOPER & SONS LTD,Retail Trade
8760,CHECK CRD PURCHASE 11/11 BEAUTY COSMOPOLITAN     TAMPA         FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BEAUTY COSMOPOLITAN,Retail Trade
8761,CHECK CRD PURCHASE 11/11 LABELLA HAIR STUDI      RICHMOND      VA 111111XXXXXX1111 111111111111111                               ?MCC=1111LABELLA HAIR STUDI,"Trade, Professional and Personal Services"
8762,RECUR DEBIT CRD PMT11/11 MELB IT DOMAINNAME      MELBOURNE     AU 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MELB IT DOMAINNAME,Retail Trade
8763,DEBIT CRD PURCHASE 11/11 NCLIVEPAY.COM           111-1111111   KN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11NCLIVEPAY.COM,Retail Trade
8764,CHECK CRD PURCHASE 11/11 ROSE II CLEANERS        LAKEWOOD      CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ROSE II CLEANERS,"Trade, Professional and Personal Services"
8765,CHECK CRD PURCHASE 11/11 AIR CRAFTS INC          111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AIR CRAFTS INC,Retail Trade
8766,CHECK CRD PURCHASE 11/11 PETE CO                 SAN JUAN      TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PETE CO,Retail Trade
8767,CHECK CRD PURCHASE 11/11 GEMTIME WATCH AND JEWE  SCOTTSDALE    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GEMTIME WATCH AND JEWE,Retail Trade
8768,RECUR DEBIT CRD PMT11/11 BRONZE BEAUTY           111-1111111   UT 111111XXXXXX1111 111111111111111                               ?MCC=1111BRONZE BEAUTY,"Trade, Professional and Personal Services"
8769,CHECK CRD PURCHASE 11/11 KIPS BAY      11111111  NEW YORK      NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KIPS BAY      11111111,Retail Trade
8770,CHECK CRD PURCHASE 11/11 GREEN ORCHID SALON LLC  CASA GRANDE   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GREEN ORCHID SALON LLC,"Trade, Professional and Personal Services"
8771,CHECK CRD PURCHASE 11/11 STARDANCE               TUCSON        AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11STARDANCE,Retail Trade
8772,CHECK CRD PURCHASE 11/11 MISSION STORAGE CE      111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111MISSION STORAGE CE,"Trade, Professional and Personal Services"
8773,CHECK CRD PURCHASE 11/11 HUNTER MGMT TI11111111  AMERICAN FORK UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HUNTER MGMT TI11111111,Retail Trade
8774,CHECK CRD PURCHASE 11/11 MURRAYS ELITE BRBRSHP   SALT LAKE     UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MURRAYS ELITE BRBRSHP,Retail Trade
8775,CHECK CRD PURCHASE 11/11 PET SENSATIONS SALON    PRESCOTT      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PET SENSATIONS SALON,"Trade, Professional and Personal Services"
8776,CHECK CRD PURCHASE 11/11 K's Clipper Cuts        San Antonio   TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11K's Clipper Cuts,Retail Trade
8777,CHECK CRD PURCHASE 11/11 SQ *PINK BELLA LLC      Avondale      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SQ *PINK BELLA LLC,Retail Trade
8778,CHECK CRD PURCHASE 11/11 HAIR BY CINDY GRAY      LA VISTA      NE 111111XXXXXX1111 111111111111111                               ?MCC=1111HAIR BY CINDY GRAY,"Trade, Professional and Personal Services"
8779,CHECK CRD PURCHASE 11/11 ENCORE FASHIONS         PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ENCORE FASHIONS,Retail Trade
8780,CHECK CRD PURCHASE 11/11 CAMEO ANTHEM            ANTHEM        AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CAMEO ANTHEM,Retail Trade
8781,RECUR DEBIT CRD PMT11/11 ALLTECH SECURITY SYSTE  111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ALLTECH SECURITY SYSTE,"Trade, Professional and Personal Services"
8782,CHECK CRD PURCHASE 11/11 BRANDY BRIZEE@ ZOE SAL  GREENWOOD VIL CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BRANDY BRIZEE@ ZOE SAL,"Trade, Professional and Personal Services"
8783,CHECK CRD PURCHASE 11/11 LAUNDRY XPRESS          FT. WAYNE     IN 111111XXXXXX1111 111111111111111                               ?MCC=1111LAUNDRY XPRESS,"Trade, Professional and Personal Services"
8784,CHECK CRD PURCHASE 11/11 SQ *DLC LANDSCAPE INC   111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SQ *DLC LANDSCAPE INC,"Trade, Professional and Personal Services"
8785,CHECK CRD PURCHASE 11/11 BAIL BONDS              111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BAIL BONDS,Retail Trade
8786,CHECK CRD PURCHASE 11/11 SQ *CASTILLITO DEL DUL  Phoenix       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SQ *CASTILLITO DEL DUL,Retail Trade
8787,CHECK CRD PURCHASE 11/11 BODY RAYS TANNING       WASHINGTON    DC 111111XXXXXX1111 111111111111111                               ?MCC=1111BODY RAYS TANNING,"Trade, Professional and Personal Services"
8788,CHECK CRD PURCHASE 11/11 CARKEEK NAILS           SEATTLE       WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CARKEEK NAILS,"Trade, Professional and Personal Services"
8789,RECUR DEBIT CRD PMT11/11 HLC*HIDDENLISTINGS      111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HLC*HIDDENLISTINGS,Retail Trade
8790,CHECK CRD PURCHASE 11/11 1 11 DIRECT CLEANE      HOUSTON       TX 111111XXXXXX1111 111111111111111                               ?MCC=11111 11 DIRECT CLEANE,"Trade, Professional and Personal Services"
8791,CHECK CRD PURCHASE 11/11 TXDPS DL                111-111-1111  TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TXDPS DL,Retail Trade
8792,CHECK CRD PURCHASE 11/11 DESERT DAY SPA          ORO VALLEY    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DESERT DAY SPA,"Trade, Professional and Personal Services"
8793,CHECK CRD PURCHASE 11/11 FIRST AM-SEDONA SLS     1111111111    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FIRST AM-SEDONA SLS,Retail Trade
8794,CHECK CRD PURCHASE 11/11 NYLA D SALON AND BOUTI  PRESCOTT      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11NYLA D SALON AND BOUTI,"Trade, Professional and Personal Services"
8795,RECUR DEBIT CRD PMT11/11 RENTING AUTHORITY       111-1111111   UT 111111XXXXXX1111 111111111111111                               ?MCC=1111RENTING AUTHORITY,Retail Trade
8796,CHECK CRD PURCHASE 11/11 NAIL FX                 111-1111111   NY 111111XXXXXX1111 111111111111111                               ?MCC=1111NAIL FX,"Trade, Professional and Personal Services"
8797,CHECK CRD PURCHASE 11/11 CLIPPERS ON THE GO      RICHMOND      VA 111111XXXXXX1111 111111111111111                               ?MCC=1111CLIPPERS ON THE GO,Retail Trade
8798,CHECK CRD PURCHASE 11/11 ENGLISH VILLAGE APARTM  ELKINS PARK   PA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ENGLISH VILLAGE APARTM,Retail Trade
8799,CHECK CRD PURCHASE 11/11 U-HAUL HENDERSONVL      HENDERSONVILL TN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11U-HAUL HENDERSONVL,Travel
8800,CHECK CRD PURCHASE 11/11 SHERRY'S PAMPERED PE    PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SHERRY'S PAMPERED PE,"Trade, Professional and Personal Services"
8801,CHECK CRD PURCHASE 11/11 NATALIE SALON           MENLO PARK    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111NATALIE SALON,"Trade, Professional and Personal Services"
8802,CHECK CRD PURCHASE 11/11 TRACIE MARTYN.COM       111-111-1111  NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TRACIE MARTYN.COM,Retail Trade
8803,CHECK CRD PURCHASE 11/11 TLC PLASTICS LTD        111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TLC PLASTICS LTD,Retail Trade
8804,CHECK CRD PURCHASE 11/11 DE NOVA DESIGNS         SCOTTSDALE    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DE NOVA DESIGNS,Retail Trade
8805,CHECK CRD PURCHASE 11/11 HEMMINGS AND JARRE      TAHOE CITY    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111HEMMINGS AND JARRE,Retail Trade
8806,CHECK CRD PURCHASE 11/11 YAHOO  *BROADMEADOWPIC  111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11YAHOO  *BROADMEADOWPIC,Retail Trade
8807,CHECK CRD PURCHASE 11/11 JEWELRY REPAIR          MESA          AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JEWELRY REPAIR,Services to Transport
8808,CHECK CRD PURCHASE 11/11 ANIMAL ANTICS           PRESCOTT      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ANIMAL ANTICS,Health and Community Services
8809,CHECK CRD PURCHASE 11/11 WEPAY-DECKTHEHALLSW     111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11WEPAY-DECKTHEHALLSW,Retail Trade
8810,CHECK CRD PURCHASE 11/11 ELITE PROFESSIONAL      111-111-1111  FL 111111XXXXXX1111 111111111111111                               ?MCC=1111ELITE PROFESSIONAL,Retail Trade
8811,CHECK CRD PURCHASE 11/11 HAIR RAGEOUS            RENTON        WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HAIR RAGEOUS,"Trade, Professional and Personal Services"
8812,CHECK CRD PURCHASE 11/11 T & C NAILS             CHARLOTTESVIL VA 111111XXXXXX1111 111111111111111                               ?MCC=1111T & C NAILS,"Trade, Professional and Personal Services"
8813,CHECK CRD PURCHASE 11/11 DK AND COMPANY HAI      WINCHESTER    VA 111111XXXXXX1111 111111111111111                               ?MCC=1111DK AND COMPANY HAI,Retail Trade
8814,CHECK CRD PURCHASE 11/11 MEGAN DEWILDE           BEND          OR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MEGAN DEWILDE,Retail Trade
8815,CHECK CRD PURCHASE 11/11 1 DAY SPA AND NAILS     TEMPE         AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 111 DAY SPA AND NAILS,"Trade, Professional and Personal Services"
8816,CHECK CRD PURCHASE 11/11 VICKS CLEANERS PLA      KINSTON       NC 111111XXXXXX1111 111111111111111                               ?MCC=1111VICKS CLEANERS PLA,"Trade, Professional and Personal Services"
8817,CHECK CRD PURCHASE 11/11 CHARLIE HAIR SALON      AURORA        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CHARLIE HAIR SALON,"Trade, Professional and Personal Services"
8818,CHECK CRD PURCHASE 11/11 ROGERS CLEANERS         111-1111111   FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ROGERS CLEANERS,"Trade, Professional and Personal Services"
8819,CHECK CRD PURCHASE 11/11 AUSSIE PET MOBILE       TUCSON        AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AUSSIE PET MOBILE,Retail Trade
8820,CHECK CRD PURCHASE 11/11 WV TREASURY             111-1111111   WV 111111XXXXXX1111 111111111111111                               ?MCC=1111WV TREASURY,Retail Trade
8821,CHECK CRD PURCHASE 11/11 EL PASEO NAILS          SIMI VALLEY   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111EL PASEO NAILS,"Trade, Professional and Personal Services"
8822,CHECK CRD PURCHASE 11/11 WAGNER'S A STREET M     LINCOLN       NE 111111XXXXXX1111 111111111111111                               ?MCC=1111 11WAGNER'S A STREET M,Retail Trade
